class id,filepaths,labels,data set
0,train/ADONIS/001.jpg,ADONIS,train
0,train/ADONIS/002.jpg,ADONIS,train
0,train/ADONIS/003.jpg,ADONIS,train
0,train/ADONIS/004.jpg,ADONIS,train
0,train/ADONIS/005.jpg,ADONIS,train
0,train/ADONIS/006.jpg,ADONIS,train
0,train/ADONIS/007.jpg,ADONIS,train
0,train/ADONIS/008.jpg,ADONIS,train
0,train/ADONIS/009.jpg,ADONIS,train
0,train/ADONIS/010.jpg,ADONIS,train
0,train/ADONIS/011.jpg,ADONIS,train
0,train/ADONIS/012.jpg,ADONIS,train
0,train/ADONIS/013.jpg,ADONIS,train
0,train/ADONIS/014.jpg,ADONIS,train
0,train/ADONIS/015.jpg,ADONIS,train
0,train/ADONIS/016.jpg,ADONIS,train
0,train/ADONIS/017.jpg,ADONIS,train
0,train/ADONIS/018.jpg,ADONIS,train
0,train/ADONIS/019.jpg,ADONIS,train
0,train/ADONIS/020.jpg,ADONIS,train
0,train/ADONIS/021.jpg,ADONIS,train
0,train/ADONIS/022.jpg,ADONIS,train
0,train/ADONIS/023.jpg,ADONIS,train
0,train/ADONIS/024.jpg,ADONIS,train
0,train/ADONIS/025.jpg,ADONIS,train
0,train/ADONIS/026.jpg,ADONIS,train
0,train/ADONIS/027.jpg,ADONIS,train
0,train/ADONIS/028.jpg,ADONIS,train
0,train/ADONIS/029.jpg,ADONIS,train
0,train/ADONIS/030.jpg,ADONIS,train
0,train/ADONIS/031.jpg,ADONIS,train
0,train/ADONIS/032.jpg,ADONIS,train
0,train/ADONIS/033.jpg,ADONIS,train
0,train/ADONIS/034.jpg,ADONIS,train
0,train/ADONIS/035.jpg,ADONIS,train
0,train/ADONIS/036.jpg,ADONIS,train
0,train/ADONIS/037.jpg,ADONIS,train
0,train/ADONIS/038.jpg,ADONIS,train
0,train/ADONIS/039.jpg,ADONIS,train
0,train/ADONIS/040.jpg,ADONIS,train
0,train/ADONIS/041.jpg,ADONIS,train
0,train/ADONIS/042.jpg,ADONIS,train
0,train/ADONIS/043.jpg,ADONIS,train
0,train/ADONIS/044.jpg,ADONIS,train
0,train/ADONIS/045.jpg,ADONIS,train
0,train/ADONIS/046.jpg,ADONIS,train
0,train/ADONIS/047.jpg,ADONIS,train
0,train/ADONIS/048.jpg,ADONIS,train
0,train/ADONIS/049.jpg,ADONIS,train
0,train/ADONIS/050.jpg,ADONIS,train
0,train/ADONIS/051.jpg,ADONIS,train
0,train/ADONIS/052.jpg,ADONIS,train
0,train/ADONIS/053.jpg,ADONIS,train
0,train/ADONIS/054.jpg,ADONIS,train
0,train/ADONIS/055.jpg,ADONIS,train
0,train/ADONIS/056.jpg,ADONIS,train
0,train/ADONIS/057.jpg,ADONIS,train
0,train/ADONIS/058.jpg,ADONIS,train
0,train/ADONIS/059.jpg,ADONIS,train
0,train/ADONIS/060.jpg,ADONIS,train
0,train/ADONIS/061.jpg,ADONIS,train
0,train/ADONIS/062.jpg,ADONIS,train
0,train/ADONIS/063.jpg,ADONIS,train
0,train/ADONIS/064.jpg,ADONIS,train
0,train/ADONIS/065.jpg,ADONIS,train
0,train/ADONIS/066.jpg,ADONIS,train
0,train/ADONIS/067.jpg,ADONIS,train
0,train/ADONIS/068.jpg,ADONIS,train
0,train/ADONIS/069.jpg,ADONIS,train
0,train/ADONIS/070.jpg,ADONIS,train
0,train/ADONIS/071.jpg,ADONIS,train
0,train/ADONIS/072.jpg,ADONIS,train
0,train/ADONIS/073.jpg,ADONIS,train
0,train/ADONIS/074.jpg,ADONIS,train
0,train/ADONIS/075.jpg,ADONIS,train
0,train/ADONIS/076.jpg,ADONIS,train
0,train/ADONIS/077.jpg,ADONIS,train
0,train/ADONIS/078.jpg,ADONIS,train
0,train/ADONIS/079.jpg,ADONIS,train
0,train/ADONIS/080.jpg,ADONIS,train
0,train/ADONIS/081.jpg,ADONIS,train
0,train/ADONIS/082.jpg,ADONIS,train
0,train/ADONIS/083.jpg,ADONIS,train
0,train/ADONIS/084.jpg,ADONIS,train
0,train/ADONIS/085.jpg,ADONIS,train
0,train/ADONIS/086.jpg,ADONIS,train
0,train/ADONIS/087.jpg,ADONIS,train
0,train/ADONIS/088.jpg,ADONIS,train
0,train/ADONIS/089.jpg,ADONIS,train
0,train/ADONIS/090.jpg,ADONIS,train
0,train/ADONIS/091.jpg,ADONIS,train
0,train/ADONIS/092.jpg,ADONIS,train
0,train/ADONIS/093.jpg,ADONIS,train
0,train/ADONIS/094.jpg,ADONIS,train
0,train/ADONIS/095.jpg,ADONIS,train
0,train/ADONIS/096.jpg,ADONIS,train
0,train/ADONIS/097.jpg,ADONIS,train
0,train/ADONIS/098.jpg,ADONIS,train
0,train/ADONIS/099.jpg,ADONIS,train
0,train/ADONIS/100.jpg,ADONIS,train
0,train/ADONIS/101.jpg,ADONIS,train
0,train/ADONIS/102.jpg,ADONIS,train
0,train/ADONIS/103.jpg,ADONIS,train
0,train/ADONIS/104.jpg,ADONIS,train
0,train/ADONIS/105.jpg,ADONIS,train
0,train/ADONIS/106.jpg,ADONIS,train
0,train/ADONIS/107.jpg,ADONIS,train
0,train/ADONIS/108.jpg,ADONIS,train
0,train/ADONIS/109.jpg,ADONIS,train
0,train/ADONIS/110.jpg,ADONIS,train
0,train/ADONIS/111.jpg,ADONIS,train
0,train/ADONIS/112.jpg,ADONIS,train
0,train/ADONIS/113.jpg,ADONIS,train
0,train/ADONIS/114.jpg,ADONIS,train
0,train/ADONIS/115.jpg,ADONIS,train
0,train/ADONIS/116.jpg,ADONIS,train
0,train/ADONIS/117.jpg,ADONIS,train
0,train/ADONIS/118.jpg,ADONIS,train
0,train/ADONIS/119.jpg,ADONIS,train
0,train/ADONIS/120.jpg,ADONIS,train
0,train/ADONIS/121.jpg,ADONIS,train
0,train/ADONIS/122.jpg,ADONIS,train
0,train/ADONIS/123.jpg,ADONIS,train
0,train/ADONIS/124.jpg,ADONIS,train
0,train/ADONIS/125.jpg,ADONIS,train
0,train/ADONIS/126.jpg,ADONIS,train
1,train/AFRICAN GIANT SWALLOWTAIL/001.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/002.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/003.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/004.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/005.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/006.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/007.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/008.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/009.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/010.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/011.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/012.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/013.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/014.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/015.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/016.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/017.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/018.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/019.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/020.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/021.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/022.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/023.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/024.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/025.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/026.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/027.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/028.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/029.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/030.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/031.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/032.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/033.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/034.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/035.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/036.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/037.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/038.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/039.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/040.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/041.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/042.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/043.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/044.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/045.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/046.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/047.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/048.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/049.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/050.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/051.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/052.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/053.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/054.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/055.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/056.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/057.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/058.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/059.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/060.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/061.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/062.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/063.jpg,AFRICAN GIANT SWALLOWTAIL,train
1,train/AFRICAN GIANT SWALLOWTAIL/064.jpg,AFRICAN GIANT SWALLOWTAIL,train
